Race,Accuracy,Precision,Recall,F1 Score,AUROC,Best Threshold,Rejected Unknowns
White_augmented,0.8607142857142858,0.9730538922155688,0.6360078277886497,0.7692307692307692,0.91273,0.95,600
Black_augmented,0.9822064056939501,0.975609756097561,0.9836065573770492,0.9795918367346939,0.96975,0.95,119
