Race,Accuracy,Precision,Recall,F1 Score,AUROC,Best Threshold,Rejected Unknowns
Black_augmented,0.8540540540540541,0.7927927927927928,0.9565217391304348,0.8669950738916256,0.824125,0.95,215
Indian_augmented,0.8654970760233918,0.831858407079646,0.9591836734693877,0.8909952606635071,0.8182749999999999,0.95,229
East_Asian_augmented,0.8516746411483254,0.8251748251748252,0.9516129032258065,0.8838951310861424,0.8248249999999999,0.95,191
Southeast_Asian_augmented,0.8657407407407407,0.8380281690140845,0.952,0.8913857677902621,0.8665249999999999,0.95,184
Latino_Hispanic_augmented,0.9166666666666666,0.8872180451127819,0.9833333333333333,0.9328063241106719,0.883675,0.95,196
