Accuracy,Precision,Recall,F1 Score,AUROC,Rejected Unknowns,Race
0.9812332439678284,0.966183574879227,1.0,0.9828009828009828,0.9943,27,Black_augmented
0.9813333333333332,0.9696969696969696,0.9948186528497408,0.9820971867007672,0.9953,25,Black_augmented
0.986910994764398,0.9897959183673468,0.9847715736040608,0.9872773536895676,0.996925,18,Indian_augmented
0.955026455026455,0.9216589861751152,1.0,0.9592326139088728,0.992425,22,East_Asian_augmented
0.9862258953168044,0.9752475247524752,1.0,0.987468671679198,0.997275,37,Southeast_Asian_augmented
0.9921259842519685,0.985,1.0,0.9924433249370278,0.998425,19,Latino_Hispanic_augmented
